,model,ds,fold_id,train_size,test_size,time,param_random_state,metric_mse_train,metric_mse_test,metric_mae_train,metric_mae_test,metric_r2_train,metric_r2_test,param_n_estimators,param_max_depth,param_algo,param_algo_params,param_gen_algo,metric_wape_train,metric_wape_test
31,RandomForestRegressor,calhouse,3,16512,4128,0.270662,42,0.18885083311538892,0.5257455788537345,0.2996642210257809,0.5288579834761153,0.860528664420605,0.5518644980354226,5.0,10.0,,,,0.14088394410493868,0.2882570023253743
32,RandomForestRegressor,calhouse,3,16512,4128,9.055064,42,0.03518611489229515,0.4353066266494003,0.11924237856710315,0.4665058375242249,0.9740141234384708,0.6289529356245765,,,,,,0.05606053515325211,0.25427161637637336
33,GradientBoostingRegressor,calhouse,3,16512,4128,2.854691,42,0.2542821300151637,0.4103404476868857,0.3526651284792573,0.4649340384336464,0.8122059209263913,0.6502336303018333,,,,,,0.1658017566406708,0.25341489848940896
34,LGBMRegressor,calhouse,3,16512,4128,221.38182200000003,42,0.15171907911059673,0.3624619811810184,0.2667563811562689,0.4157119400049794,0.8879514469311256,0.6910443217919662,,,,,,0.12541267343765491,0.2265861183924307
35,CatBoostRegressor,calhouse,3,16512,4128,55.08381899999999,42,0.1583297280208284,0.3386676322288216,0.27433205731582266,0.4173872762522861,0.8830693078515848,0.7113261709229877,,,,,,0.1289742969540235,0.2274992697858567
36,DecisionLatticeRegressor,calhouse,3,16512,4128,91.658666,42,0.1783083900995822,0.6715469032500336,0.2888673204910482,0.6059311048111541,0.8683145374476297,0.4275862305169556,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",,0.135807896232974,0.330266138256101
37,DecisionLatticeRegressor,calhouse,3,16512,4128,94.567599,42,1.222684329468773,1.3973559638341022,0.9268549068372762,1.0457738460696986,0.0970152812679822,-0.1910795667388867,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate,0.43575096967287574,0.5700048848594967
38,DecisionLatticeRegressor,calhouse,3,16512,4128,336.46353,42,0.15064172201399098,0.6498426491263879,0.2639643135861397,0.5945633531820441,0.8887471036443143,0.4460865226880718,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",,0.12410001258631675,0.3240700816394486
39,DecisionLatticeRegressor,calhouse,3,16512,4128,355.592571,42,1.250846004975759,1.4600677143651706,0.9473983589846036,1.078936268529568,0.07621713899707683,-0.2445338665631298,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate,0.44540925505021994,0.5880802487318498
40,DecisionTreeRegressor,calhouse,4,16512,4128,0.137475,42,6.660059833654448e-32,0.8607263907453732,3.2724415339453946e-17,0.6476566593992248,1.0,0.4093117728249584,,,,,,1.6194831550308152e-17,0.28655984709700777
41,RandomForestRegressor,calhouse,4,16512,4128,0.265648,42,0.168935160818074,0.5145298648459219,0.2839931175982228,0.5017280488184179,0.8689085749889548,0.6468950679771112,5.0,10.0,,,,0.140544014407648,0.22199279644102426
42,RandomForestRegressor,calhouse,4,16512,4128,8.675561,42,0.0315334705266552,0.4630443591864398,0.1120470064740798,0.4738737966085273,0.9755304486830028,0.6822278780201191,,,,,,0.05545041452203644,0.2096685037182846
43,GradientBoostingRegressor,calhouse,4,16512,4128,2.7782400000000003,42,0.2413399456457287,0.4667214503650149,0.3372185685143416,0.4848931722779082,0.8127234304949861,0.6797044112218575,,,,,,0.16688450675363353,0.21454409723082782
44,LGBMRegressor,calhouse,4,16512,4128,202.261532,42,0.14183088391941456,0.4534706685150493,0.25633348724197685,0.4687102475766236,0.8899411312983284,0.6887979872104608,,,,,,0.12685567040771303,0.20738385829761868
45,CatBoostRegressor,calhouse,4,16512,4128,57.106915,42,0.14721351790265294,0.4775121670560705,0.261651733793734,0.4770506240252195,0.8857642793288589,0.6722990970817065,,,,,,0.12948759235819857,0.2110741114049644
46,DecisionLatticeRegressor,calhouse,4,16512,4128,102.072707,42,0.15850270126448773,0.5654788177400488,0.2690069950986085,0.53404099963707,0.8770040240513468,0.6119304764587834,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",,0.1331276029315068,0.236289868989364
47,DecisionLatticeRegressor,calhouse,4,16512,4128,105.039484,42,1.1971100915840482,1.112680004254207,0.9457402435938158,0.8785252194041386,0.0710585822340779,0.2364042903844604,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate,0.4680329282119671,0.38870912371509003
48,DecisionLatticeRegressor,calhouse,4,16512,4128,336.0947060000001,42,0.13974175913839504,0.5610039266521992,0.2524305503428201,0.5265675377697433,0.8915622641829424,0.6150014471085787,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",,0.1249241643753617,0.23298318780434688
49,DecisionLatticeRegressor,calhouse,4,16512,4128,355.543657,42,1.2051693494089966,1.1188845527811744,0.9482283328478232,0.8807964835273573,0.06480470596765853,0.2321463126934987,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate,0.4692642469668724,0.3897140591085903
50,DecisionTreeRegressor,boston,0,404,102,0.006688,42,0.0,12.400098039215687,0.0,2.7480392156862745,1.0,0.6409431596633014,,,,,,0.0,0.12267495295198914
51,RandomForestRegressor,boston,0,404,102,0.016736,42,3.587606679793222,8.770688399322038,1.1963652654036967,2.3090743736254566,0.9630176533735688,0.7460362285621498,5.0,10.0,,,,0.05301606581582079,0.10307916587587927
52,RandomForestRegressor,boston,0,404,102,0.287195,42,1.4767576361386112,7.8632692745098,0.8517599009900976,2.114196078431371,0.984777048417678,0.7723114275795909,,,,,,0.037745127074489605,0.09437962274060126
53,GradientBoostingRegressor,boston,0,404,102,0.08996699999999999,42,1.816007571975012,7.484083149103325,1.0848691976406248,2.21267286549432,0.9812799374353728,0.7832911288414186,,,,,,0.04807519780697098,0.09877571547132069
54,LGBMRegressor,boston,0,404,102,125.24849,42,1.90982477292388,9.001189292170617,0.8598281953760497,2.40705336661372,0.9803128358117321,0.7393618521161525,,,,,,0.03810266773414986,0.10745303662943649
55,CatBoostRegressor,boston,0,404,102,7.1435179999999985,42,0.40352222778481023,6.585918589624952,0.4933244767824078,2.079716823544315,0.995840346996938,0.8092983529624551,,,,,,0.021861319185680426,0.0928404376565802
56,DecisionLatticeRegressor,boston,0,404,102,2.7932080000000004,42,1.1686770465716942,10.048487069031037,0.5234537214466141,2.382349415233985,0.9879528545104728,0.7090363313451138,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",,0.023196474981564828,0.10635022992422709
57,DecisionLatticeRegressor,boston,0,404,102,3.229188,42,95.08558765773226,33.73867307130318,7.174968133950785,4.339241957703933,0.019823387624294475,0.02306406676594297,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate,0.31795354965240896,0.19370768072379588
58,DecisionLatticeRegressor,boston,0,404,102,181.502159,42,1.1686770465716942,11.734990311781551,0.5234537214466141,2.547463390690476,0.9879528545104728,0.6602019976451281,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",exact,0.023196474981564828,0.11372106693965973
59,DecisionLatticeRegressor,boston,0,404,102,10.80943,42,0.3797862240789613,9.7212500420385,0.23315738894276605,2.4449586358126507,0.9960850263040426,0.7185117961826923,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",,0.010332201907804081,0.10914516208713307
60,DecisionLatticeRegressor,boston,0,404,102,20.631210000000006,42,93.2754368691168,33.55543535477757,6.9765931065784645,4.274151039791335,0.03848307634874072,0.02836989219717145,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate,0.30916270306774374,0.1908019633501318
61,DecisionLatticeRegressor,boston,0,404,102,745.089747,42,0.3797862240789613,9.315772659154982,0.23315738894276605,2.30771828830462,0.9960850263040426,0.7302527862511352,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",exact,0.010332201907804081,0.10301862900217569
62,DecisionLatticeRegressor,boston,0,404,102,58.150425,42,88.88061458616717,35.48748706532301,6.807359939020344,4.716392455328936,0.08378649323249288,-0.0275745350453922,,,Sofia,"{'L_max': 100, 'random_state': 42}",,0.3016632570298703,0.21054401962604555
63,DecisionLatticeRegressor,boston,0,404,102,58.185377,42,101.0899872982138,38.61649900222896,6.982625496041209,4.4806586469858285,-0.04207213454613101,-0.11817810413719965,,,Sofia,"{'L_max': 100, 'random_state': 42}",approximate,0.3094300240657966,0.20002064947811918
64,DecisionLatticeRegressor,boston,0,404,102,1767.712939,42,88.88061458616717,36.069732014887705,6.807359939020344,4.6358600944686055,0.08378649323249288,-0.04443400109409157,,,Sofia,"{'L_max': 100, 'random_state': 42}",exact,0.3016632570298703,0.20694898229060255
65,DecisionTreeRegressor,boston,1,405,101,0.006175,42,0.0,36.449801980198025,0.0,4.062376237623762,1.0,0.5996144340044265,,,,,,0.0,0.16634233357658312
66,RandomForestRegressor,boston,1,405,101,0.016803,42,3.49384870503332,16.474160050769218,1.112364302978276,3.083586461319738,0.957213414436492,0.8190383613109258,5.0,10.0,,,,0.05042054199285974,0.1262637770993649
67,RandomForestRegressor,boston,1,405,101,0.293033,42,1.57143915308642,12.969334891089122,0.8157555555555549,2.6161782178217843,0.9807557448940144,0.8575373744478529,,,,,,0.0369760492445439,0.1071247871564097
68,GradientBoostingRegressor,boston,1,405,101,0.092223,42,1.7065768070591119,13.56699501780771,1.015219488971985,2.774199757814715,0.9791008138186578,0.8509723322498403,,,,,,0.04601722361876373,0.11359530347007467
69,LGBMRegressor,boston,1,405,101,94.159945,42,2.2563132554050025,15.725984651637033,0.9162579096874072,2.987414145790155,0.972368597409102,0.8272567497347707,,,,,,0.04153155606305539,0.1223258042344951
70,CatBoostRegressor,boston,1,405,101,6.873703,42,0.3388675089193134,20.02332441587064,0.4456762882356523,3.192174917783812,0.9958501398059448,0.780052300868006,,,,,,0.020201331475706682,0.13071015434045447
71,DecisionLatticeRegressor,boston,1,405,101,3.1209990000000003,42,1.6721766737693131,66.02587049808622,0.5202493137738115,5.268483777880703,0.9795220868532571,0.2747339054382685,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",,0.023581530171056925,0.21572888249653405
72,DecisionLatticeRegressor,boston,1,405,101,3.5788599999999997,42,77.94901414137439,88.31160950465834,6.337424454447253,6.813673452020196,0.04541597398127738,0.029934544645484836,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate,0.28725874695591913,0.2789998453961079
73,DecisionLatticeRegressor,boston,1,405,101,174.865543,42,1.6721766737693131,17.201700391518816,0.5202493137738115,3.116132404346556,0.9795220868532571,0.8110466402235549,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",exact,0.023581530171056925,0.12759643754115063
74,DecisionLatticeRegressor,boston,1,405,101,11.754524,42,0.3104750009164313,68.65801919955784,0.16130943839632178,5.321143731507687,0.9961978418891168,0.2458208718861037,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",,0.007311731678848386,0.21788515238882522
75,DecisionLatticeRegressor,boston,1,405,101,12.803997,42,74.49890404560838,86.06126948611912,6.050487134051043,6.474116938965362,0.087666925089536,0.05465357226859247,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate,0.2742526345037126,0.2650960069875543
76,DecisionLatticeRegressor,boston,1,405,101,901.11532,42,0.3104750009164313,12.571458916590734,0.16130943839632178,2.4582196884816017,0.9961978418891168,0.8619078727384095,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",exact,0.007311731678848386,0.10065685094325863
77,DecisionLatticeRegressor,boston,1,405,101,58.18553100000001,42,79.10014024563476,93.03652923884192,6.710792361520407,7.204162749945147,0.03131898246491038,-0.02196668826333803,,,Sofia,"{'L_max': 100, 'random_state': 42}",,0.3041825300968959,0.2949892312269763
78,DecisionLatticeRegressor,boston,1,405,101,58.218934,42,86.52602958739979,94.1195434796896,6.64504020578684,6.600463249177875,-0.05962040173018779,-0.03386313889532366,,,Sofia,"{'L_max': 100, 'random_state': 42}",approximate,0.30120215818060103,0.27026951600055354
79,DecisionLatticeRegressor,boston,1,405,101,158.97661200000005,42,79.10014024563476,94.91326106325657,6.710792361520407,7.753725220861656,0.03131898246491038,-0.042581788837777516,,,Sofia,"{'L_max': 100, 'random_state': 42}",exact,0.3041825300968959,0.31749219464324463
80,DecisionTreeRegressor,boston,2,405,101,0.006389,42,0.0,31.566435643564358,0.0,4.026732673267326,1.0,0.6058491946750133,,,,,,0.0,0.13555762949136724
81,RandomForestRegressor,boston,2,405,101,0.016855000000000002,42,3.999964399407107,30.191778428213173,1.2623378956577511,3.8739700472761833,0.942423929709838,0.6230136998663665,5.0,10.0,,,,0.06085257787290084,0.1304149639273697
82,RandomForestRegressor,boston,2,405,101,0.306468,42,1.5980599654320982,20.693656514851448,0.8216543209876531,3.355128712871285,0.9769972920480868,0.7416109480162276,,,,,,0.039608874711357565,0.11294847010199313
83,GradientBoostingRegressor,boston,2,405,101,0.094905,42,1.8385478665194408,19.255705155874733,1.0515848000445476,3.454281178814324,0.9735356741649398,0.7595657685274366,,,,,,0.050692961175285274,0.11628638059470928
84,LGBMRegressor,boston,2,405,101,79.104077,42,2.00943578561872,18.18049370530555,0.8846351930377596,3.1441453337461724,0.9710758885620336,0.7729912773153728,,,,,,0.04264494645895833,0.1058458365136869
85,CatBoostRegressor,boston,2,405,101,7.071214,42,0.3801234755897445,21.36439983652699,0.4858505089295575,3.2348373466957128,0.994528447314996,0.7332357857587597,,,,,,0.02342103174666969,0.10889893074337278
86,DecisionLatticeRegressor,boston,2,405,101,3.231414,42,1.1357820928850813,38.671096210505475,0.3462184816069848,4.3195798164414905,0.9836513870913572,0.5171376367518927,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",,0.016689895142574906,0.14541615940956956
87,DecisionLatticeRegressor,boston,2,405,101,3.757082,42,56.54136217423944,134.51823821321412,5.123910117180358,8.167799022129845,0.18613539577301186,-0.6796470948232116,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate,0.24700449894756168,0.2749642361292962
88,DecisionLatticeRegressor,boston,2,405,101,182.560673,42,1.1357820928850813,29.84064306115032,0.3462184816069848,4.097538712363203,0.9836513870913572,0.6273981127683699,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",exact,0.016689895142574906,0.13794127389796798
89,DecisionLatticeRegressor,boston,2,405,101,8.490573,42,0.4515256011401542,38.76354719008303,0.2685157012145247,4.3626990152054255,0.9935006747177784,0.5159832578265988,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",,0.012944135381231996,0.14686774232909405
90,DecisionLatticeRegressor,boston,2,405,101,9.360855,42,68.63494654792655,163.92266174247422,5.836080401248182,9.367001928544047,0.012058580473700564,-1.0468021751446646,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate,0.2813355586575467,0.3153347092803643
91,DecisionLatticeRegressor,boston,2,405,101,426.854264,42,0.4515256011401542,32.52387138497433,0.2685157012145247,4.1188952450504335,0.9935006747177784,0.5938942792456999,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",exact,0.012944135381231996,0.13866022923474897
92,DecisionLatticeRegressor,boston,2,405,101,57.196454,42,67.46910562662315,131.05576658447953,6.150996638668394,7.971405974311522,0.028839864537643645,-0.6364133260096936,,,Sofia,"{'L_max': 100, 'random_state': 42}",,0.29651648994937735,0.26835277761664683
93,DecisionLatticeRegressor,boston,2,405,101,57.227815,42,70.98989793982412,111.66527646707323,6.505716351962563,7.466311365803118,-0.021838932936645745,-0.3942961170311097,,,Sofia,"{'L_max': 100, 'random_state': 42}",approximate,0.31361619760335624,0.2513490593780798
94,DecisionLatticeRegressor,boston,2,405,101,88.322462,42,67.46910562662315,129.66084391803287,6.150996638668394,8.026805572186639,0.028839864537643645,-0.6189957785059377,,,Sofia,"{'L_max': 100, 'random_state': 42}",exact,0.29651648994937735,0.27021777307874495
95,DecisionTreeRegressor,boston,3,405,101,0.006113,42,0.0,54.168118811881186,0.0,4.259405940594059,1.0,0.3824310202888275,,,,,,0.0,0.21257041209605693
96,RandomForestRegressor,boston,3,405,101,0.016763,42,2.845361051016141,54.43083116059777,1.120418966153018,4.217518485831587,0.9651554331650144,0.3794358452538983,5.0,10.0,,,,0.04838764756040566,0.21047997186925108
97,RandomForestRegressor,boston,3,405,101,0.30977,42,1.314137814814812,46.547337881188106,0.7982493827160484,3.817247524752476,0.9839069411235724,0.4693152984804894,,,,,,0.03447407707564669,0.19050400237177595
98,GradientBoostingRegressor,boston,3,405,101,0.093157,42,1.6755762803131935,37.24825080816166,1.0070085986230548,3.651820624252339,0.9794807306912284,0.5753338910012744,,,,,,0.043489782512139,0.18224818808651363
99,LGBMRegressor,boston,3,405,101,95.136219,42,1.2119023763090735,43.948838853318044,0.7582851343184636,3.7057346545194543,0.9851589261989444,0.4989407022903445,,,,,,0.03274813702563263,0.18493882800003208
100,CatBoostRegressor,boston,3,405,101,6.975936,42,0.37223788192151497,40.337802847531115,0.4829450208913765,3.966926068254105,0.995441538868856,0.5401100076069805,,,,,,0.020856995613151,0.19797387730688046
101,DecisionLatticeRegressor,boston,3,405,101,3.370512,42,0.5091915062893231,52.3778531607898,0.3249489534899522,4.225913717511328,0.9937643915290226,0.4028417813749955,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",,0.014033603421210798,0.21089894528542552
102,DecisionLatticeRegressor,boston,3,405,101,3.872235,42,78.78963766168589,95.28975379712769,6.529781447128527,7.179070128395313,0.03513447109762158,-0.08639541708643028,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate,0.2820023338189184,0.3582795152524591
103,DecisionLatticeRegressor,boston,3,405,101,121.700809,42,0.5091915062893231,55.416931618103064,0.3249489534899522,4.460964902241312,0.9937643915290226,0.3681933456657329,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",exact,0.014033603421210798,0.2226294372597947
104,DecisionLatticeRegressor,boston,3,405,101,12.07982,42,0.2478849127926746,51.740677495041076,0.17245918626770626,4.200683737224495,0.996964377365008,0.41010620063902425,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",,0.007448012373735953,0.20963981493214454
105,DecisionLatticeRegressor,boston,3,405,101,13.074454,42,72.16135192772329,88.2870401767213,6.090713298293598,6.688758242770923,0.11630509975157055,-0.0065577044129869755,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate,0.2630402531306817,0.3338099528213575
106,DecisionLatticeRegressor,boston,3,405,101,438.47074,42,0.2478849127926746,50.57943001836547,0.17245918626770626,4.075765235899037,0.996964377365008,0.4233455457573824,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",exact,0.007448012373735953,0.20340561756389108
107,DecisionLatticeRegressor,boston,3,405,101,57.663973,42,76.66683830010994,99.88668316958493,6.6497372160953425,7.500006645498479,0.06113047754653311,-0.138804860955285,,,Sofia,"{'L_max': 100, 'random_state': 42}",,0.2871828757830849,0.37429621069045677
108,DecisionLatticeRegressor,boston,3,405,101,57.69322800000001,42,81.23838216361166,102.92653491711151,6.890799874042246,7.8308171980244285,0.005146908911555892,-0.1734621129213889,,,Sofia,"{'L_max': 100, 'random_state': 42}",approximate,0.29759367324821484,0.3908056808975528
109,DecisionLatticeRegressor,boston,3,405,101,78.90794199999998,42,76.66683830010994,106.32976920366221,6.6497372160953425,8.159563299825168,0.06113047754653311,-0.21226227752304733,,,Sofia,"{'L_max': 100, 'random_state': 42}",exact,0.2871828757830849,0.407212122384792
110,DecisionTreeRegressor,boston,4,405,101,0.0062770000000000005,42,0.0,56.960099009901,0.0,4.53960396039604,1.0,-1.1422980390404485,,,,,,0.0,0.2819629789065863
111,RandomForestRegressor,boston,4,405,101,0.017289,42,3.2596962600321637,20.299480659406843,1.1310284954949616,3.1318000281605403,0.9620738020588828,0.2365262988284548,5.0,10.0,,,,0.0468586303181893,0.19452174087953664
112,RandomForestRegressor,boston,4,405,101,0.305675,42,1.5562006172839484,18.75603970297028,0.8000148148148133,3.239603960396037,0.9818937815247186,0.2945758912944721,,,,,,0.03314469848089606,0.2012176372916793
113,GradientBoostingRegressor,boston,4,405,101,0.094501,42,1.6862553809196468,15.855256398827931,0.9971493584535824,2.911075615558625,0.9803806090339836,0.4036758137343055,,,,,,0.04131200349585197,0.18081215003469717
114,LGBMRegressor,boston,4,405,101,111.108093,42,1.6688827781744064,24.959972717098108,0.8135374615583721,3.8699791486474617,0.9805827373054262,0.06124284304618687,,,,,,0.03370494316721812,0.2403713756923889
115,CatBoostRegressor,boston,4,405,101,6.919444,42,0.29326534373522645,11.902364714221413,0.4203976071332189,2.6811608993039995,0.9965878908375156,0.5523460627624867,,,,,,0.017417117373940326,0.1665317328760248
116,DecisionLatticeRegressor,boston,4,405,101,2.897097,42,1.83392267047772,55.39496966369972,0.588169692316865,5.309137944296071,0.9786625167927292,-1.0834327353016184,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",,0.024367932626293318,0.3297601207637311
117,DecisionLatticeRegressor,boston,4,405,101,3.377693,42,79.21089784665384,89.19101039400671,6.555379228867987,8.169271819271202,0.07839014706352597,-2.354518864756602,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate,0.27159005551547594,0.5074081875323727
118,DecisionLatticeRegressor,boston,4,405,101,195.879559,42,1.83392267047772,28.133919203033557,0.588169692316865,3.7717027132400536,0.9786625167927292,-0.058130884370560125,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",exact,0.024367932626293318,0.23426724926956852
119,DecisionLatticeRegressor,boston,4,405,101,10.365688,42,0.8515417832655534,54.89328510580353,0.2893705941819913,5.420282066533816,0.9900924074972118,-1.0645641261650525,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",,0.01198865435463214,0.3366634823934047
120,DecisionLatticeRegressor,boston,4,405,101,11.358013,42,83.95172620314443,80.32013154053568,6.654294552085448,7.790615599692353,0.023231144411128724,-2.0208806390039933,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate,0.2756881278292268,0.4838891676827548
121,DecisionLatticeRegressor,boston,4,405,101,1065.0700310000002,42,0.8515417832655534,21.224831329141523,0.2893705941819913,3.4035243719157986,0.9900924074972118,0.2017233936429708,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",exact,0.01198865435463214,0.21139902931154025
122,DecisionLatticeRegressor,boston,4,405,101,55.768758,42,84.7056261395346,95.2610193567393,6.749964579520911,8.567403401565192,0.014459603772232762,-2.582814961916821,,,Sofia,"{'L_max': 100, 'random_state': 42}",,0.27965174719512753,0.532136857240074
123,DecisionLatticeRegressor,boston,4,405,101,55.801056,42,85.16781555110971,98.23110626290355,6.931574709830643,8.645868319089816,0.009082082153235915,-2.694521427766704,,,Sofia,"{'L_max': 100, 'random_state': 42}",approximate,0.2871758741221841,0.5370104546018519
124,DecisionLatticeRegressor,boston,4,405,101,61.75389200000001,42,84.7056261395346,97.52376571260193,6.749964579520911,8.669334861072784,0.014459603772232762,-2.6679179930784733,,,Sofia,"{'L_max': 100, 'random_state': 42}",exact,0.27965174719512753,0.5384680037933406
125,DecisionTreeRegressor,diabetes,0,353,89,0.005945000000000001,42,0.0,5984.595505617977,0.0,59.65168539325842,1.0,-0.2280466496260576,,,,,,0.0,0.44304431277643325
126,RandomForestRegressor,diabetes,0,353,89,0.01519,42,997.403655378724,3781.0622355676624,22.652824321839496,47.62372276123903,0.8364826662797584,0.2241211948146522,5.0,10.0,,,,0.1447058810280373,0.3537103668322018
127,RandomForestRegressor,diabetes,0,353,89,0.257643,42,486.59955042492925,3010.6895280898875,17.753229461756376,45.20719101123596,0.92022541661456,0.3822026593837008,,,,,,0.1134073470865002,0.335762329967454
128,GradientBoostingRegressor,diabetes,0,353,89,0.076349,42,889.5968995111765,3242.7976166688645,23.637668689088954,45.06881410948661,0.8541568277703705,0.3345737828350781,,,,,,0.15099705116265655,0.33473457863175404
129,LGBMRegressor,diabetes,0,353,89,53.47117900000001,42,488.2688250543986,3145.0337064122746,17.269229155450024,43.95624518552987,0.9199517507469992,0.3546350622201666,,,,,,0.11031556083738434,0.32647131949529823
130,CatBoostRegressor,diabetes,0,353,89,6.8723800000000015,42,110.71311912231016,3286.0842879592274,8.167324307922968,45.631876510110104,0.9818493606383892,0.325691302540179,,,,,,0.05217273761666318,0.33891654922805636
131,DecisionLatticeRegressor,diabetes,0,353,89,2.779011,42,356.28504969602045,3387.9698045454275,8.443369519753723,46.46331300544973,0.941589565010612,0.3047842642663895,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",,0.05393611003389548,0.3450917848189123
132,DecisionLatticeRegressor,diabetes,0,353,89,3.173751,42,6012.634269586695,5418.966923558768,67.4592132073899,61.543774469282724,0.014270782851252271,-0.11197894137769147,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate,0.4309283796997581,0.45709721503514666
133,DecisionLatticeRegressor,diabetes,0,353,89,162.197101,42,356.28504969602045,3456.7425545927363,8.443369519753723,49.081658859077024,0.941589565010612,0.290672008024195,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",exact,0.05393611003389548,0.3645387330766799
134,DecisionLatticeRegressor,diabetes,0,353,89,10.471357,42,56.85730635174572,3528.9883533950456,2.2447902227115497,45.90893693401538,0.9906786434087992,0.27584707773685146,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",,0.01433968419502673,0.34097432922701904
