,model,ds,fold_id,train_size,test_size,time,param_random_state,metric_accuracy_train,metric_accuracy_test,metric_f1_train,metric_f1_test,metric_roc_train,metric_roc_test,param_n_estimators,param_max_depth,param_algo,param_algo_params,param_gen_algo
237,GradientBoostingClassifier,heart,1,736,184,0.11111300000000002,42,0.9211956521739132,0.7717391304347826,0.9373650107991364,0.6440677966101694,0.9096659603639536,0.7427821522309711,,,,,
238,LGBMClassifier,heart,1,736,184,1.8744490000000003,42,1.0,0.7989130434782609,1.0,0.6942148760330578,1.0,0.7818068794032325,,,,,
239,CatBoostClassifier,heart,1,736,184,7.624992999999999,42,0.9809782608695652,0.7880434782608695,0.9846491228070176,0.6722689075630253,0.9773152187461048,0.7642630197541097,,,,,
240,DecisionLatticeClassifier,heart,1,736,184,2.498072,42,0.9646739130434784,0.7934782608695652,0.9712389380530974,0.6984126984126984,0.9627321450828868,0.7875397154303081,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",
241,DecisionLatticeClassifier,heart,1,736,184,2.827991,42,0.6127717391304348,0.30978260869565216,0.7598989048020219,0.4730290456431535,0.4988938053097346,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate
242,DecisionLatticeClassifier,heart,1,736,184,111.397289,42,0.9646739130434784,0.8206521739130435,0.9712389380530974,0.7179487179487181,0.9627321450828868,0.7975549108992955,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",exact
243,DecisionLatticeClassifier,heart,1,736,184,7.462664999999999,42,0.9836956521739132,0.8369565217391305,0.9867549668874172,0.7540983606557378,0.9821450828867008,0.8287056223235254,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",
244,DecisionLatticeClassifier,heart,1,736,184,8.13672,42,0.6141304347826086,0.30978260869565216,0.7609427609427609,0.4730290456431535,0.5,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate
245,DecisionLatticeClassifier,heart,1,736,184,35.703478999999994,42,0.6453804347826086,0.3641304347826087,0.7572093023255815,0.2641509433962264,0.5699395487972081,0.3653128885205139,,,Sofia,"{'L_max': 10, 'random_state': 42}",
246,DecisionLatticeClassifier,heart,1,736,184,35.70737000000001,42,0.5774456521739131,0.4728260869565217,0.704653371320038,0.5314009661835748,0.5054686526237069,0.6084403923193811,,,Sofia,"{'L_max': 10, 'random_state': 42}",approximate
247,DecisionLatticeClassifier,heart,1,736,184,36.063546,42,0.6453804347826086,0.375,0.7572093023255815,0.267515923566879,0.5699395487972081,0.3731869042685454,,,Sofia,"{'L_max': 10, 'random_state': 42}",exact
248,DecisionTreeClassifier,heart,2,736,184,0.004915,42,1.0,0.4130434782608696,1.0,0.425531914893617,1.0,0.4742103158736505,,,,,
249,RandomForestClassifier,heart,2,736,184,0.012551,42,0.9483695652173914,0.6630434782608695,0.9582417582417582,0.5753424657534247,0.9414682539682541,0.6694655471144875,5.0,10.0,,,
250,RandomForestClassifier,heart,2,736,184,0.20089,42,1.0,0.7010869565217391,1.0,0.6099290780141844,1.0,0.7020525123284019,,,,,
251,GradientBoostingClassifier,heart,2,736,184,0.11894400000000001,42,0.9388586956521741,0.6847826086956522,0.9510337323177368,0.6133333333333334,0.9286954365079364,0.7022524323603891,,,,,
252,LGBMClassifier,heart,2,736,184,2.0542599999999998,42,1.0,0.5597826086956522,1.0,0.5423728813559322,1.0,0.6170198587231773,,,,,
253,CatBoostClassifier,heart,2,736,184,7.283228,42,0.9904891304347826,0.6684782608695652,0.9922308546059934,0.5960264900662251,0.988467261904762,0.6859256297481009,,,,,
254,DecisionLatticeClassifier,heart,2,736,184,2.176978,42,0.9701086956521741,0.6467391304347826,0.975501113585746,0.6012269938650306,0.9680059523809524,0.6861921897907504,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",
255,DecisionLatticeClassifier,heart,2,736,184,13.784076999999998,42,0.6086956521739131,0.3315217391304348,0.7567567567567568,0.4979591836734694,0.5,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate
256,DecisionLatticeClassifier,heart,2,736,184,127.177281,42,0.9701086956521741,0.6141304347826086,0.975501113585746,0.5847953216374269,0.9680059523809524,0.6659336265493803,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",exact
257,DecisionLatticeClassifier,heart,2,736,184,6.671357,42,0.9877717391304348,0.6630434782608695,0.9899665551839464,0.5753424657534247,0.9868551587301588,0.6694655471144875,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",
258,DecisionLatticeClassifier,heart,2,736,184,17.840442000000003,42,0.6086956521739131,0.3315217391304348,0.7567567567567568,0.4979591836734694,0.5,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate
259,DecisionLatticeClassifier,heart,2,736,184,38.134522,42,0.6453804347826086,0.32608695652173914,0.7289719626168224,0.4918032786885246,0.6070188492063493,0.4918032786885246,,,Sofia,"{'L_max': 10, 'random_state': 42}",
260,DecisionLatticeClassifier,heart,2,736,184,38.13869699999999,42,0.5747282608695652,0.3478260869565217,0.6981677917068467,0.4444444444444445,0.5099206349206349,0.4584832733573238,,,Sofia,"{'L_max': 10, 'random_state': 42}",approximate
261,DecisionLatticeClassifier,heart,2,736,184,38.432132,42,0.6453804347826086,0.32608695652173914,0.7289719626168224,0.4918032786885246,0.6070188492063493,0.4918032786885246,,,Sofia,"{'L_max': 10, 'random_state': 42}",exact
262,DecisionTreeClassifier,heart,3,736,184,0.005333,42,1.0,0.5380434782608695,1.0,0.6863468634686347,1.0,0.4878151260504202,,,,,
263,RandomForestClassifier,heart,3,736,184,0.013793999999999999,42,0.9456521739130436,0.6630434782608695,0.940828402366864,0.7832167832167832,0.9450970776398208,0.6865546218487395,5.0,10.0,,,
264,RandomForestClassifier,heart,3,736,184,0.206325,42,1.0,0.7010869565217391,1.0,0.8135593220338982,1.0,0.6743697478991597,,,,,
265,GradientBoostingClassifier,heart,3,736,184,0.120076,42,0.9130434782608696,0.7282608695652174,0.9058823529411764,0.8333333333333333,0.9127155732893456,0.6890756302521008,,,,,
266,LGBMClassifier,heart,3,736,184,0.579834,42,1.0,0.6684782608695652,1.0,0.7903780068728523,1.0,0.6239495798319328,,,,,
267,CatBoostClassifier,heart,3,736,184,7.6397330000000006,42,0.9959239130434784,0.7282608695652174,0.995581737849779,0.8355263157894737,0.9960061820586552,0.6235294117647059,,,,,
268,DecisionLatticeClassifier,heart,3,736,184,2.499056,42,0.9673913043478259,0.6739130434782609,0.9647058823529412,0.7931034482758621,0.967403015239666,0.6596638655462185,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",
269,DecisionLatticeClassifier,heart,3,736,184,2.8104810000000002,42,0.4619565217391304,0.9239130434782608,0.6312849162011173,0.9604519774011301,0.5012594458438286,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate
270,DecisionLatticeClassifier,heart,3,736,184,202.01624,42,0.9673913043478259,0.6847826086956522,0.9647058823529412,0.7986111111111113,0.967403015239666,0.7310924369747899,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",exact
271,DecisionLatticeClassifier,heart,3,736,184,7.20679,42,0.9904891304347826,0.7608695652173914,0.9897209985315712,0.8571428571428571,0.990752918273482,0.6739495798319327,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",
272,DecisionLatticeClassifier,heart,3,736,184,18.553704999999997,42,0.4646739130434783,0.9239130434782608,0.6317757009345795,0.9604519774011301,0.5035628571216275,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate
273,DecisionLatticeClassifier,heart,3,736,184,37.4363,42,0.6114130434782609,0.2826086956521739,0.4911032028469752,0.37142857142857133,0.5964869262834087,0.5789915966386555,,,Sofia,"{'L_max': 10, 'random_state': 42}",
274,DecisionLatticeClassifier,heart,3,736,184,37.440290999999995,42,0.4660326086956522,0.7010869565217391,0.5618729096989966,0.819672131147541,0.4862909877176166,0.5105042016806722,,,Sofia,"{'L_max': 10, 'random_state': 42}",approximate
275,DecisionLatticeClassifier,heart,3,736,184,37.734809999999996,42,0.6114130434782609,0.2826086956521739,0.4911032028469752,0.37142857142857133,0.5964869262834087,0.5789915966386555,,,Sofia,"{'L_max': 10, 'random_state': 42}",exact
276,DecisionTreeClassifier,heart,4,736,184,0.0049759999999999995,42,1.0,0.6195652173913043,1.0,0.717741935483871,1.0,0.5979216626698641,,,,,
277,RandomForestClassifier,heart,4,736,184,0.012535,42,0.9524456521739132,0.6141304347826086,0.9518569463548832,0.7340823970037453,0.952540245163196,0.5191846522781776,5.0,10.0,,,
278,RandomForestClassifier,heart,4,736,184,0.198599,42,1.0,0.7010869565217391,1.0,0.8028673835125448,1.0,0.5917665867306154,,,,,
279,GradientBoostingClassifier,heart,4,736,184,0.12056700000000001,42,0.9293478260869564,0.7010869565217391,0.9287671232876712,0.8096885813148791,0.9294195835179442,0.5541966426858513,,,,,
280,LGBMClassifier,heart,4,736,184,1.911547,42,1.0,0.7119565217391305,1.0,0.8029739776951673,1.0,0.6440447641886491,,,,,
281,CatBoostClassifier,heart,4,736,184,7.508404,42,0.9891304347826086,0.6956521739130435,0.9891304347826088,0.7971014492753622,0.9891596514547336,0.59568345323741,,,,,
282,DecisionLatticeClassifier,heart,4,736,184,1.996743,42,0.9701086956521741,0.6956521739130435,0.9699453551912568,0.7910447761194029,0.9701668881996752,0.6257394084732215,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",
283,DecisionLatticeClassifier,heart,4,736,184,2.25379,42,0.5163043478260869,0.7554347826086957,0.6739926739926739,0.8606811145510835,0.5136907399202482,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate
284,DecisionLatticeClassifier,heart,4,736,184,132.031279,42,0.9701086956521741,0.625,0.9699453551912568,0.7228915662650601,0.9701668881996752,0.6015187849720224,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",exact
285,DecisionLatticeClassifier,heart,4,736,184,6.011737,42,0.9877717391304348,0.6956521739130435,0.9877216916780356,0.7846153846153846,0.98782306897061,0.6557953637090328,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",
286,DecisionLatticeClassifier,heart,4,736,184,17.513841,42,0.5027173913043478,0.7554347826086957,0.6690777576853526,0.8606811145510835,0.5,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate
287,DecisionLatticeClassifier,heart,4,736,184,37.470782,42,0.6535326086956522,0.5760869565217391,0.6199701937406855,0.7022900763358778,0.6540319007532123,0.4864908073541167,,,Sofia,"{'L_max': 10, 'random_state': 42}",
288,DecisionLatticeClassifier,heart,4,736,184,37.475283000000005,42,0.4904891304347826,0.6141304347826086,0.6081504702194357,0.7125506072874492,0.4888716585437897,0.5943245403677059,,,Sofia,"{'L_max': 10, 'random_state': 42}",approximate
289,DecisionLatticeClassifier,heart,4,736,184,37.800717999999996,42,0.6535326086956522,0.5760869565217391,0.6199701937406855,0.7022900763358778,0.6540319007532123,0.4864908073541167,,,Sofia,"{'L_max': 10, 'random_state': 42}",exact
290,DecisionTreeClassifier,kick,0,58386,14597,1.421125,42,1.0,0.8037953004041927,1.0,0.2822055137844612,1.0,0.5984437357737207,,,,,
291,RandomForestClassifier,kick,0,58386,14597,0.46495699999999995,42,0.903041825095057,0.892717681715421,0.4059187742680239,0.3319112627986348,0.6298076305019631,0.6044382302929683,5.0,10.0,,,
292,RandomForestClassifier,kick,0,58386,14597,16.006346,42,0.9999486178193404,0.8941563334931836,0.9997937151894382,0.3400256300726185,0.9997937577340851,0.6075459587780249,,,,,
293,GradientBoostingClassifier,kick,0,58386,14597,19.402949,42,0.9004555886685164,0.8925806672603961,0.3847131060766463,0.33615580016934804,0.6214315857272309,0.606399249274153,,,,,
294,LGBMClassifier,kick,0,58386,14597,1.084328,42,0.9052512588634262,0.892443652805371,0.4107371112057946,0.3375527426160338,0.6307157493391388,0.6070861592345045,,,,,
295,CatBoostClassifier,kick,0,58386,14597,390.68915499999997,42,0.9056280615215976,0.8976502020963212,0.4137050436263034,0.3441615452151009,0.6318744015737525,0.6079946919828064,,,,,
296,DecisionLatticeClassifier,kick,0,58386,14597,219.607704,42,0.9043263796115508,0.8907994793450709,0.41100801349641497,0.3164665523156089,0.6314257766622073,0.5982560178795601,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",
297,DecisionLatticeClassifier,kick,0,58386,14597,247.71451499999998,42,0.8754324666872195,0.8833321915462081,0.0,0.0,0.5,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate
298,DecisionLatticeClassifier,kick,0,58386,14597,572.212852,42,0.9065871955605797,0.8951154346783585,0.4275818639798488,0.3050385837494325,0.6379059686715389,0.5922898950847331,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",
299,DecisionLatticeClassifier,kick,0,58386,14597,621.5156049999999,42,0.8754324666872195,0.8833321915462081,0.0,0.0,0.5,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate
300,DecisionTreeClassifier,kick,1,58386,14597,1.530834,42,1.0,0.8085222991025554,1.0,0.2871716398877837,1.0,0.5980438389741702,,,,,
301,RandomForestClassifier,kick,1,58386,14597,0.480629,42,0.9056794437022574,0.8916900733027334,0.4137123389758329,0.31350412505427705,0.6322913945243407,0.5955884774912102,5.0,10.0,,,
302,RandomForestClassifier,kick,1,58386,14597,16.589085999999998,42,0.9999143630322338,0.8918270877577584,0.9996537156312764,0.31851532153646955,0.9996538355026308,0.5976353889189422,,,,,
303,GradientBoostingClassifier,kick,1,58386,14597,20.085225,42,0.9031959716370362,0.8914160443926834,0.3939523911644864,0.32119914346895073,0.6245715798249432,0.5988785846364361,,,,,
304,LGBMClassifier,kick,1,58386,14597,344.484992,42,0.9063987942314938,0.893813797355621,0.415445502192748,0.3260869565217391,0.6326423789651843,0.6002411946185274,,,,,
305,CatBoostClassifier,kick,1,58386,14597,356.423067,42,0.9070667625800706,0.8947043913132835,0.4214118148859031,0.3279405334499344,0.6350451600287268,0.6007473068975899,,,,,
306,DecisionLatticeClassifier,kick,1,58386,14597,214.262496,42,0.9065529407734731,0.8904569432075083,0.4168448054724241,0.306290672451193,0.6332060146572612,0.5929186586430936,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",
307,DecisionLatticeClassifier,kick,1,58386,14597,260.19960299999997,42,0.8763059637584353,0.8798383229430705,0.0,0.0,0.5,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate
308,DecisionLatticeClassifier,kick,1,58386,14597,685.510528,42,0.9086938649676292,0.8901144070699459,0.4347365072632807,0.3098106712564544,0.6403736170118056,0.5944469170743842,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",
309,DecisionLatticeClassifier,kick,1,58386,14597,741.018682,42,0.8763059637584353,0.8798383229430705,0.0,0.0,0.5,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate
310,DecisionTreeClassifier,kick,2,58386,14597,1.537475,42,1.0,0.8244844831129684,1.0,0.24201183431952664,1.0,0.5720188538891119,,,,,
311,RandomForestClassifier,kick,2,58386,14597,0.474289,42,0.9056965710958106,0.8939508118106461,0.4289566479983407,0.2118126272912424,0.6389331038762436,0.5589526974840082,5.0,10.0,,,
312,RandomForestClassifier,kick,2,58386,14597,16.921845,42,0.9999486178193404,0.8942248407206961,0.9997945627610764,0.20739219712525667,0.9997946049568672,0.5575463887182281,,,,,
313,GradientBoostingClassifier,kick,2,58386,14597,20.313403,42,0.902699277223992,0.8965540864561211,0.409888854264049,0.2216494845360825,0.6316458881430622,0.5622440667894683,,,,,
314,LGBMClassifier,kick,2,58386,14597,305.716098,42,0.9063816668379406,0.8959375214085086,0.4282426778242678,0.20926600728787093,0.6380924060918822,0.5582534049349704,,,,,
315,CatBoostClassifier,kick,2,58386,14597,375.991512,42,0.9069982530058576,0.8962115503185586,0.4322459222082811,0.2047244094488189,0.6396183142528961,0.5568470961691904,,,,,
316,DecisionLatticeClassifier,kick,2,58386,14597,224.69996400000002,42,0.9068441064638784,0.8945673768582586,0.4361977816937908,0.2021772939346812,0.6417012721486695,0.5559185910624123,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",
317,DecisionLatticeClassifier,kick,2,58386,14597,244.62143500000002,42,0.8749186448806221,0.8853874083715833,0.0,0.0,0.5,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate
318,DecisionLatticeClassifier,kick,2,58386,14597,660.658396,42,0.9086253553934164,0.8940878262656711,0.4496028061487672,0.18972746331236895,0.6471199999976411,0.5520053046334792,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",
319,DecisionLatticeClassifier,kick,2,58386,14597,709.88949,42,0.8749186448806221,0.8853874083715833,0.0,0.0,0.5,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate
320,DecisionTreeClassifier,kick,3,58387,14596,1.588025,42,1.0,0.8222800767333516,1.0,0.3053026245313337,1.0,0.6095008766284205,,,,,
321,RandomForestClassifier,kick,3,58387,14596,0.479501,42,0.9043451453234452,0.8990819402576048,0.3983625982979641,0.3208852005532504,0.6256868100575183,0.5972003373354936,5.0,10.0,,,
322,RandomForestClassifier,kick,3,58387,14596,17.068849,42,0.9999314915991574,0.9017539051795012,0.9997242140099284,0.3458029197080291,0.9997242900468708,0.6065122025196594,,,,,
323,GradientBoostingClassifier,kick,3,58387,14596,20.287263,42,0.9012451401853152,0.9027130720745409,0.3862039599744517,0.3468261269549218,0.6218466985044722,0.6065528899147045,,,,,
324,LGBMClassifier,kick,3,58387,14596,312.542908,42,0.9050473564320825,0.9023020005480954,0.4038709677419355,0.3446691176470588,0.6278030482694728,0.6058168179497991,,,,,
325,CatBoostClassifier,kick,3,58387,14596,381.47112599999997,42,0.9061092366451436,0.9031241436009866,0.41668440093636944,0.3489871086556169,0.6331412357544084,0.6072889618796097,,,,,
326,DecisionLatticeClassifier,kick,3,58387,14596,233.861218,42,0.9058694572421944,0.9007262263633872,0.4159404888416578,0.33744855967078186,0.6329451887933785,0.6034144122150957,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",
327,DecisionLatticeClassifier,kick,3,58387,14596,256.444705,42,0.8757600150718482,0.8820224719101124,0.0,0.0,0.5,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate
328,DecisionLatticeClassifier,kick,3,58387,14596,644.802282,42,0.9080617260691592,0.9007947382844615,0.4323181049069375,0.3308687615526802,0.6393427955341447,0.6006865073200323,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",
329,DecisionLatticeClassifier,kick,3,58387,14596,691.8367910000001,42,0.8757600150718482,0.8820224719101124,0.0,0.0,0.5,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate
330,DecisionTreeClassifier,kick,4,58387,14596,1.465683,42,1.0,0.8073444779391614,1.0,0.3981164383561644,1.0,0.6540612554041958,,,,,
331,RandomForestClassifier,kick,4,58387,14596,0.475443,42,0.9041738743213388,0.8951082488352974,0.3368495910868793,0.4715222644114602,0.6021012009532682,0.6571734621522077,5.0,10.0,,,
332,RandomForestClassifier,kick,4,58387,14596,16.157414000000003,42,0.9999828728997894,0.8984653329679364,0.9999270232795736,0.4979674796747967,0.999927028604787,0.6692942473626798,,,,,
333,GradientBoostingClassifier,kick,4,58387,14596,19.826483,42,0.900902598181102,0.9027815839956153,0.317688679245283,0.5274725274725275,0.5955661668391586,0.6829528652656526,,,,,
334,LGBMClassifier,kick,4,58387,14596,1.521098,42,0.9046020518266052,0.9031241436009866,0.33895086636601,0.5324074074074074,0.6027866393148893,0.6856924105098999,,,,,
335,CatBoostClassifier,kick,4,58387,14596,399.31217999999996,42,0.9053727713360852,0.9039462866538778,0.34946426468856706,0.5379037574159526,0.6067663138609091,0.6883219541716948,,,,,
336,DecisionLatticeClassifier,kick,4,58387,14596,221.172129,42,0.9060407282443008,0.8961359276514114,0.3564054434537776,0.4761575673807879,0.6093591212700622,0.6589466997411302,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",
337,DecisionLatticeClassifier,kick,4,58387,14596,244.76181699999998,42,0.8826451093565348,0.854480679638257,0.0,0.0,0.5,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate
338,DecisionLatticeClassifier,kick,4,58387,14596,572.475328,42,0.9075992943634712,0.8945601534667033,0.365816386505231,0.4605678233438486,0.6125829786783347,0.6517745512660224,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",
339,DecisionLatticeClassifier,kick,4,58387,14596,627.481432,42,0.8826451093565348,0.854480679638257,0.0,0.0,0.5,0.5,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate
340,DecisionTreeClassifier,mammograph,0,768,193,0.003868,42,0.94921875,0.7875647668393783,0.9453015427769986,0.7573964497041421,0.9479961929365376,0.7893805309734514,,,,,
341,RandomForestClassifier,mammograph,0,768,193,0.012535,42,0.9036458333333334,0.7823834196891192,0.8980716253443526,0.7613636363636364,0.9031510248478876,0.7904314159292035,5.0,10.0,,,
342,RandomForestClassifier,mammograph,0,768,193,0.19253499999999998,42,0.94921875,0.7875647668393783,0.946938775510204,0.7630057803468208,0.949417043407322,0.7930309734513273,,,,,
343,GradientBoostingClassifier,mammograph,0,768,193,0.08118,42,0.8802083333333334,0.8186528497409327,0.8732782369146006,0.7928994082840237,0.8796560046228628,0.8214048672566372,,,,,
344,LGBMClassifier,mammograph,0,768,193,0.700741,42,0.9140625,0.8082901554404145,0.9103260869565216,0.7757575757575759,0.9142390971820932,0.8070796460176991,,,,,
345,CatBoostClassifier,mammograph,0,768,193,6.253879,42,0.9192708333333334,0.8082901554404145,0.9141274238227148,0.7861271676300579,0.918556035215337,0.8143805309734513,,,,,
346,DecisionLatticeClassifier,mammograph,0,768,193,1.790684,42,0.91796875,0.8290155440414507,0.91114245416079,0.8,0.916411162853938,0.828429203539823,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",
347,DecisionLatticeClassifier,mammograph,0,768,193,1.908853,42,0.62890625,0.6476683937823834,0.3680709534368071,0.3061224489795918,0.6099765457697407,0.5804756637168141,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate
348,DecisionLatticeClassifier,mammograph,0,768,193,22.709548,42,0.91796875,0.772020725388601,0.91114245416079,0.7380952380952381,0.916411162853938,0.7724557522123893,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",exact
349,DecisionLatticeClassifier,mammograph,0,768,193,5.0301860000000005,42,0.9375,0.8031088082901554,0.9325842696629212,0.7738095238095237,0.9361840987117168,0.8044800884955753,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",
350,DecisionLatticeClassifier,mammograph,0,768,193,5.258629999999999,42,0.5833333333333334,0.616580310880829,0.2195121951219512,0.1956521739130435,0.5616438356164384,0.5429756637168142,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate
351,DecisionLatticeClassifier,mammograph,0,768,193,20.975978,42,0.5690104166666666,0.4922279792746114,0.39708561020036426,0.4166666666666667,0.5562629593120093,0.4842367256637168,,,Sofia,"{'L_max': 10, 'random_state': 42}",
352,DecisionLatticeClassifier,mammograph,0,768,193,20.979931,42,0.6145833333333334,0.6735751295336787,0.3702127659574469,0.4424778761061947,0.5968455759883069,0.6208517699115044,,,Sofia,"{'L_max': 10, 'random_state': 42}",approximate
353,DecisionLatticeClassifier,mammograph,0,768,193,21.237075,42,0.5690104166666666,0.4922279792746114,0.39708561020036426,0.4166666666666667,0.5562629593120093,0.4842367256637168,,,Sofia,"{'L_max': 10, 'random_state': 42}",exact
354,DecisionTreeClassifier,mammograph,1,769,192,0.0040479999999999995,42,0.94148244473342,0.7552083333333334,0.9343065693430656,0.7251461988304092,0.9386269306661223,0.7513071895424837,,,,,
355,RandomForestClassifier,mammograph,1,769,192,0.012381999999999999,42,0.8972691807542262,0.8385416666666666,0.8885754583921015,0.8268156424581005,0.8965605225556237,0.8375816993464051,5.0,10.0,,,
356,RandomForestClassifier,mammograph,1,769,192,0.194169,42,0.94148244473342,0.8125,0.9363507779349364,0.797752808988764,0.940834864258012,0.8111111111111111,,,,,
357,GradientBoostingClassifier,mammograph,1,769,192,0.077416,42,0.8803641092327699,0.84375,0.8662790697674421,0.8314606741573033,0.8774477784581887,0.8424836601307191,,,,,
358,LGBMClassifier,mammograph,1,769,192,0.398386,42,0.9102730819245772,0.8072916666666666,0.9037656903765692,0.7955801104972374,0.9104443083622508,0.8068627450980392,,,,,
359,CatBoostClassifier,mammograph,1,769,192,6.08761,42,0.9037711313394018,0.8541666666666666,0.8945868945868946,0.8444444444444444,0.9023984486629923,0.8535947712418301,,,,,
360,DecisionLatticeClassifier,mammograph,1,769,192,1.805106,42,0.918075422626788,0.8333333333333334,0.9063893016344724,0.8181818181818183,0.9138769816969448,0.8313725490196079,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",
361,DecisionLatticeClassifier,mammograph,1,769,192,1.916025,42,0.7191157347204161,0.75,0.5813953488372092,0.6571428571428571,0.6979825814792134,0.7359477124183007,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",approximate
362,DecisionLatticeClassifier,mammograph,1,769,192,22.980203,42,0.918075422626788,0.828125,0.9063893016344724,0.8156424581005587,0.9138769816969448,0.8271241830065359,,,RandomForest,"{'rf_params': {'n_estimators': 5, 'max_depth': 10}, 'random_state': 42}",exact
363,DecisionLatticeClassifier,mammograph,1,769,192,17.186076999999997,42,0.9310793237971392,0.8541666666666666,0.9235209235209234,0.8426966292134833,0.92896509491733,0.8529411764705883,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",
364,DecisionLatticeClassifier,mammograph,1,769,192,17.445204,42,0.7997399219765929,0.8125,0.7890410958904109,0.8085106382978723,0.8005613390487855,0.8143790849673204,,,RandomForest,"{'rf_params': {'n_estimators': 10, 'max_depth': 10}, 'random_state': 42}",approximate
365,DecisionLatticeClassifier,mammograph,1,769,192,21.458292,42,0.5383615084525357,0.53125,0.0,0.0,0.5,0.5,,,Sofia,"{'L_max': 10, 'random_state': 42}",
