,ensemble_model,ds,fold_id,train_size,test_size,ensemble_time,dl_time,param_random_state,param_max_depth,ensemble_metric_mse_train,ensemble_metric_mse_test,ensemble_metric_mae_train,ensemble_metric_mae_test,ensemble_metric_r2_train,ensemble_metric_r2_test,ensemble_metric_wape_train,ensemble_metric_wape_test,ensemble_metric_rmse_perc_train,ensemble_metric_rmse_perc_test,dl_metric_mse_train,dl_metric_mse_test,dl_metric_mae_train,dl_metric_mae_test,dl_metric_r2_train,dl_metric_r2_test,dl_metric_wape_train,dl_metric_wape_test,dl_metric_rmse_perc_train,dl_metric_rmse_perc_test,dl_ens_metric_mse_train,dl_ens_metric_mse_test,dl_ens_metric_mae_train,dl_ens_metric_mae_test,dl_ens_metric_r2_train,dl_ens_metric_r2_test,dl_ens_metric_wape_train,dl_ens_metric_wape_test,dl_ens_metric_rmse_perc_train,dl_ens_metric_rmse_perc_test,param_n_estimators
30,GradientBoostingRegressor,boston,2,405,101,0.022264,6.808007,42,6,10.790343628727268,38.858714970314374,2.4815212069134724,4.4700049052430195,0.8446822218431025,0.5147949558705993,14.659187658854734,13.28717227342362,0.15835106860579545,0.2098530977357174,11.494421317587632,36.52209767650763,2.491445496828358,4.290988687563969,0.8345476250177988,0.543970869125094,14.687393913036932,12.834334067116307,0.16343569592862497,0.2034459383397991,0.11857746742202042,0.697719061892412,0.1032391895731094,0.3129951509452927,0.9956924204630182,0.9805124180073254,0.3786582071571107,0.9293911413419844,0.01659986079092896,0.032316472153338445,10
31,XGBRegressor,boston,2,405,101,0.012262,6.831848,,6,2.7297833037972277,20.924168159458358,1.2016555503562645,3.543782262518853,0.9607071014432939,0.7387326898756978,6.008398322630868,11.418771004116067,0.07964663782111617,0.15399097469287742,2.7297839737187335,21.35423505160703,1.2016556776136273,3.6265761606930673,0.9607070918003461,0.7333627072207642,6.008398814526777,11.763726896023833,0.07964664759423483,0.15556545962632376,2.005000233598881e-12,0.8807067358687678,1.0292111730025318e-06,0.2047670749113161,0.9999999999999654,0.9862162576616368,5.033127563307842e-06,0.916398129971628,7.069000497027929e-08,0.034781263365967555,10
32,DecisionTreeRegressor,boston,3,405,101,0.004525,1.337997,42,10,0.6494277163166052,51.74214397988809,0.4247286622842178,4.340819153343905,0.9920470453274797,0.4100894812924676,2.17327064217657,23.387698989104855,0.03480322319388263,0.35898474382014894,0.6494277163166051,51.74214397988809,0.4247286622842183,4.340819153343905,0.9920470453274797,0.4100894812924676,2.173270642176571,23.387698989104855,0.03480322319388263,0.35898474382014894,3.804062587399101e-30,2.1869411233849834e-31,8.530898895391326e-16,8.793845739605201e-17,1.0,1.0,5.2863432721396496e-15,7.086878852775131e-16,8.423214954726299e-17,2.3293418918892432e-17,
33,RandomForestRegressor,boston,3,405,101,0.024377,8.68092,42,6,3.6700712856661966,48.45343652159484,1.4382841288727035,3.8571165952817057,0.9550559518072801,0.44758392921007195,7.344412678899757,20.90177016054784,0.0827353877892974,0.3473890095671039,4.62407757316733,47.204120826307616,1.6172043971070715,3.9349503923225035,0.9433730984716873,0.46182733725522007,8.006793524090536,21.80583533954537,0.09286811114595324,0.3428812515190234,0.8761745528635244,0.24428994106120536,0.5575937871783297,0.37716966415737163,0.9881981519707638,0.9941401389609611,2.1118020403793953,1.9383763256742434,0.04033371515516232,0.024337970237611885,10
34,GradientBoostingRegressor,boston,3,405,101,0.021342,7.90099,42,6,12.008892200132289,56.288650082733625,2.6795475932453305,4.762802169030126,0.8529379437691356,0.35825491149808364,13.798014761082268,30.604602682077957,0.14965992734718003,0.37442444866169844,12.204114336267237,56.83104483268205,2.6964462530857136,4.784878417114659,0.8505472345943565,0.35207108640551144,13.885415120667071,30.754106418866524,0.1508714939380418,0.37622409180918504,0.04753503238502539,0.05947885751286247,0.053334263705031186,0.052755263092137336,0.9985503921328124,0.9964909814104607,0.21072140855505772,0.22800340761082272,0.00941588084387039,0.011520469744505487,10
35,XGBRegressor,boston,3,405,101,0.015998,7.734772,,6,2.571202315118018,46.39984529791512,1.163521573808458,3.4747840749155174,0.968512807580815,0.47099685667680036,5.002411548201376,17.014683104719293,0.06925038339054039,0.3399476540540288,2.5712008653023064,46.43993778919209,1.1635212286430607,3.4958661828077227,0.9685128253353985,0.4705397634737304,5.002410354779787,17.101239404559998,0.06925036386654039,0.34009449080938015,3.207373238259526e-12,0.060364883932561085,1.2689530221529118e-06,0.03219656327882703,0.9999999999999547,0.9984562786231149,5.521826134240556e-06,0.1296675177340042,8.000261411005533e-08,0.012816660096303611,10
36,DecisionTreeRegressor,boston,4,405,101,0.00471,1.052846,42,10,0.509800151494596,73.68644144745173,0.38113010446343787,4.896353679323976,0.9940685327976525,-1.7713842103628572,1.7504075263327261,32.08288565914346,0.0295812160418688,0.5331727142254382,0.509800151494596,73.68644144745173,0.3811301044634381,4.896353679323976,0.9940685327976525,-1.7713842103628572,1.7504075263327263,32.08288565914346,0.0295812160418688,0.5331727142254382,1.2212735495643812e-30,1.9526260030223064e-31,3.9255293117610474e-16,1.143199946148676e-16,1.0,1.0,2.672337311616778e-15,1.1018161453960708e-15,4.5784926229667094e-17,2.3479095482865006e-17,
37,RandomForestRegressor,boston,4,405,101,0.019859,7.249533,42,6,4.230370978129656,20.540184477359563,1.5355154935495026,3.3302643745522293,0.950780111310334,0.22747330688930756,7.024948969474518,24.281741121013116,0.08521288519616159,0.2814986353834977,5.782625211562901,21.850301042526816,1.792529355980622,3.4973267695331467,0.932719808565579,0.17819916240468603,7.94784364557651,25.79683681321738,0.09962734706806411,0.2903373017455259,1.3617900282660977,0.1644781894738015,0.600121522849407,0.35598926325905594,0.9821139615385593,0.9940945032517781,2.1291874146763643,2.168321301808689,0.04817928033603708,0.023094099730592833,10
38,GradientBoostingRegressor,boston,4,405,101,0.020518,7.572672,42,6,12.880964495164495,33.69741371225713,2.7988969365179153,4.4739047784538055,0.8501314324570558,-0.2673767175853201,13.759336189706634,37.41217756516495,0.1486929010382664,0.3605557358963674,14.183796318258223,34.71851741748989,2.8890575894997013,4.558232941407993,0.8349731312949249,-0.3057809427078366,14.17715798851121,38.194848110374515,0.1560315009451381,0.3659777725711824,0.4114699144521811,0.3319179312802269,0.12052230566851024,0.2383208051454091,0.9880360587938042,0.9797439970055317,0.5116915423895615,1.2040454728923902,0.026575722868434612,0.028711050697845426,10
39,XGBRegressor,boston,4,405,101,0.026421,7.68444,,6,2.838633789187841,17.474681973921165,1.2454440116882324,3.042094169276776,0.9669728163660194,0.34276840145450715,5.258576153961733,21.661231753751807,0.06980245979677374,0.2596442828866907,2.8386339657590787,17.508755324430194,1.2454440763825205,3.0444478416148506,0.9669728143116331,0.34148688556447426,5.258576633563534,21.69028864256419,0.06980246196773122,0.25989729585342436,2.086537652979056e-12,0.0005594709674832292,1.1111204353415397e-06,0.0023543173259169075,0.9999999999999717,0.9999753210010214,4.829962460757005e-06,0.015468333715947365,6.191987174348493e-08,0.0014008979386918616,10
40,DecisionTreeRegressor,diabetes,0,353,89,0.004256,0.891267,42,10,222.9544964081195,6058.2858744874375,7.476362775438368,59.92874541189148,0.9634481740697532,-0.2431680075381999,7.532704392962628,57.785560724953086,0.09538321187032833,0.5780951537913628,222.9544964081195,6009.386235013021,7.476362775438368,59.649123348561545,0.9634481740697532,-0.23313373899522039,7.532704392962628,57.640383463202795,0.09538321187032833,0.5757573705160636,1.859298224203631e-30,14.511401476460227,2.2141558338133432e-16,0.4979060265577204,1.0,0.9973750514430233,3.655822788491624e-16,0.27421496353646596,8.710405071722872e-18,0.02623799892856761,
41,RandomForestRegressor,diabetes,0,353,89,0.018833,5.725613,42,6,1364.6792002408897,3177.060334610012,29.459045222920786,44.62627185843478,0.7762704166928982,0.3480631571649079,25.893036635607174,42.635603238680226,0.23598212682557845,0.41863658455806,1366.5200128430608,3189.7824884275933,29.48364359638314,44.77549936070373,0.7759686283778441,0.3454525549350592,25.88649756434335,42.80751931495532,0.23614123106109405,0.41947393690913004,0.760617041522103,0.5097069769346382,0.13817378355912013,0.14922750226901163,0.9997902922128309,0.9997518923137465,0.08936790892632546,0.11997139494327543,0.005555982976819155,0.005352086863726273,10
42,GradientBoostingRegressor,diabetes,0,353,89,0.016584,5.295139,42,6,1601.745041509758,3568.31008761662,34.378730904216944,50.24825265759076,0.7374051347467316,0.26777820759801585,32.50543510952279,54.2974680751435,0.2556586662559547,0.4436655842316687,1612.089187251811,3574.498245557897,34.39193077639895,50.303713941372145,0.7357092846039809,0.26650838967631874,32.52565389865794,54.315684152499685,0.25648286563741773,0.44405011968028296,1.805863800104653,0.2563718208853318,0.3205266016064873,0.13757973965233003,0.9990388641195603,0.9997641497924254,0.16801868278505397,0.08633118520722885,0.008584328349197229,0.003531571630226676,10
43,XGBRegressor,diabetes,0,353,89,0.017034,5.561312,,6,445.3571367770001,3582.66016374099,15.887013065240875,47.28610298071015,0.9269868210665378,0.2648335536293611,11.761515249641432,43.951921006014764,0.13480873483543385,0.444556796974113,445.357205914198,3670.7365903883997,15.88701450494278,47.453494689549444,0.9269868097319791,0.2467601582672434,11.76151593391674,44.02520399582488,0.1348087452992808,0.44998812989288983,1.1124178830471436e-10,16.479364793300107,8.074857274092788e-06,0.696909769893254,0.9999999999999748,0.9926886347708348,5.504209398733597e-06,0.4787031906229094,7.012378764671156e-08,0.03120890628775767,10
44,DecisionTreeRegressor,diabetes,1,353,89,0.004311,0.946709,42,10,98.30664373398085,6182.08712685532,4.48559287737758,63.93489388264669,0.9830206202652478,0.025588755471357638,4.099646909413633,50.865134482739315,0.06634035885908185,0.4831022585290079,98.30664373398085,6006.682086841425,4.48559287737758,63.26678074820267,0.9830206202652478,0.05323583320244685,4.099646909413633,50.62737180144252,0.06634035885908185,0.4761993853651897,4.2906882097006875e-30,39.72738927707784,4.0257378796606243e-16,0.668113134444019,1.0,0.9935669738222054,5.557421992883463e-16,0.5567609453700172,1.385957331959748e-17,0.03921656856906775,
45,RandomForestRegressor,diabetes,1,353,89,0.01844,5.608174,42,6,1413.1085274418592,3135.954124240615,30.67950860526518,46.001901340296406,0.7559299617757369,0.5057156429077387,29.29819896120523,38.35908470310098,0.2515209359415145,0.3440775661043952,1410.525350575451,3128.1363837714243,30.65728059370123,45.86328195420154,0.7563761243062721,0.5069478633639815,29.298167285670473,38.26680349896218,0.25129093936045793,0.34364841638731236,1.4719596008788811,1.7725751767527373,0.161650619513976,0.3623513283099873,0.9995418388540194,0.9994454317500011,0.09712578824253026,0.22740926749669027,0.008012995054640117,0.008284674017429139,10
46,GradientBoostingRegressor,diabetes,1,353,89,0.014441,5.191791,42,6,1628.3857239136075,4003.0982522832164,34.495270035874796,51.5698734290285,0.7187475992385937,0.3690376939152107,32.95887990885688,41.629567409822705,0.27000078384753406,0.3887493106279873,1649.117057185208,4009.245404680807,34.666978233137904,51.628597574036526,0.7151669136749736,0.3680687890299943,33.099799768933295,41.75553732982061,0.2717140674364737,0.38904767759333836,2.8062350406957393,1.6223593834249366,0.5224389092364148,0.4442491252155822,0.9983619258234774,0.9989935916424512,0.30734895128942424,0.27857931731290936,0.011208523416472879,0.008273206560102464,10
47,XGBRegressor,diabetes,1,353,89,0.012465,5.206757,,6,549.6498471352671,4163.960298246281,17.588825733735945,51.40288355109397,0.9050652822518017,0.3436828609618896,13.778766969814004,38.98361290217789,0.15686622220743404,0.3964832066057305,549.6498530931509,4194.591989424877,17.58882586524791,51.64467756665731,0.9050652812227648,0.3388547400197417,13.778766432330347,39.122303221090775,0.15686622305760323,0.3979388757670586,1.0054921945805779e-10,35.82128266486442,7.8686516721155e-06,1.4019319267618944,0.9999999999999749,0.9885990796429484,5.870504402030145e-06,0.9680239897589439,6.975016924234795e-08,0.03911963688500396,10
48,DecisionTreeRegressor,diabetes,2,354,88,0.003786,1.094392,42,10,87.83879136400323,6897.958611578154,4.5452179176755445,64.571387987013,0.9849784278810595,-0.1021595253094667,4.181778662572558,52.550366757008064,0.06145841798726075,0.551229172676437,87.83879136400323,6893.729849264939,4.545217917675547,64.38939762888627,0.9849784278810595,-0.10148385139980332,4.181778662572562,52.27832172644029,0.06145841798726075,0.5510601824978156,1.7313936975155857e-28,3.733473683112112,6.3025542098494765e-15,0.22744490358127256,1.0,0.9994220917856823,6.5150816028212875e-15,0.23130903860074317,8.628516169019669e-17,0.012547500722993299,
49,RandomForestRegressor,diabetes,2,354,88,0.01749,5.781991,42,6,1417.0465682767237,3771.555425287,29.218921278139945,50.15429965093104,0.7576666653681996,0.3973788520221877,27.201901321850595,42.957025954072385,0.24684836922460654,0.40759809793910096,1420.6589954018002,3783.1972847464986,29.261601383016192,50.31715305666076,0.7570488934961017,0.3955187094759476,27.23382941692392,43.164194874320096,0.24716280989974282,0.4082266905306779,0.4616601139955186,3.7776169518605496,0.08412430338508942,0.556948100636924,0.9998663341443976,0.9986503433648001,0.04936835498829487,0.358205286033841,0.004425425389552527,0.01295669981384426,10
50,GradientBoostingRegressor,diabetes,2,354,88,0.014353,5.334888,42,6,1493.3300551152856,4308.36679434788,33.00603241246579,54.80806259544076,0.7446212001331292,0.3116068436613687,31.70294966997609,49.8289113492358,0.25340553929199744,0.43564048868694094,1528.7943387594978,4319.755973294706,33.38755586610393,54.88488216520605,0.7385563478493532,0.30978707454291854,32.054454449523874,49.961309857155165,0.2563968787727063,0.43621591703987506,4.42358418520215,0.8991773354967403,0.779089886578932,0.4698550141717639,0.9975496848677736,0.9994673088440778,0.5117474140336858,0.30639354736473323,0.013791939693327234,0.006171981561648878,10
51,XGBRegressor,diabetes,2,354,88,0.022322,5.940318,,6,478.7883110981944,3755.494768805217,16.31539964406504,47.26262426376343,0.9181209914983575,0.3999450323257936,13.376703719128013,37.7348559400918,0.14348614600323792,0.40672932149308094,478.788384509309,3699.1372539633257,16.31540105291187,46.96710211040113,0.918120978944105,0.40894986626340246,13.376704218808271,37.55127225577843,0.14348615700337858,0.40366595656911775,9.332098408841504e-11,3.9166215010991006,7.161092016873441e-06,0.37631288996213375,0.9999999999999777,0.9987830442234822,5.056149625775252e-06,0.22055432697019856,6.590246221076306e-08,0.013998288315000074,10
52,DecisionTreeRegressor,diabetes,3,354,88,0.003801,1.129836,42,10,37.88293314500942,5623.398145517677,2.5694915254237287,58.191477272727276,0.9937806194684718,-0.0718853976505558,2.5841488647903916,42.00038928952812,0.040810627679518846,0.4763288709727437,37.88293314500942,5597.432552083334,2.5694915254237327,58.09109848484848,0.9937806194684718,-0.06693605212612597,2.584148864790393,41.94710655686258,0.040810627679518846,0.47522789325495757,1.9681411059073378e-28,2.4586489898989927,6.904709070663121e-15,0.21401515151515688,1.0,0.9996045628603394,8.614962518903092e-15,0.11530902653775149,9.302069748540242e-17,0.010151345477948444,
53,RandomForestRegressor,diabetes,3,354,88,0.018929,5.831504,42,6,1386.2443486429052,3514.2739126157935,29.88921401205616,47.66605783345508,0.7724151643462047,0.33013832689764444,27.526573380756552,38.45890777936019,0.2468717353978528,0.3765522900563396,1387.5784996935283,3459.291536770348,29.897966240565392,47.26200794853503,0.7721961318589735,0.34061861021954365,27.498954624343607,38.13474553290579,0.24699050413325266,0.3735950135890909,1.6779649645999544,4.969059305917096,0.2155800818358338,0.7063733624675056,0.9995231120670546,0.9983534127468262,0.1796113556166064,0.5739717982951291,0.0085655998375367,0.014492390396232836,10
54,GradientBoostingRegressor,diabetes,3,354,88,0.015529,5.412978,42,6,1537.3626786506516,3665.2573292965794,33.477390038408096,50.35500617663751,0.7476055120415745,0.3013591233912164,32.19025529523716,42.131892776309904,0.2599798222811239,0.38455611732344674,1585.9455487106895,3643.909353287844,34.05300629139132,50.091733110255724,0.7396294834943509,0.30542829707606334,32.60742583781845,42.03242322636941,0.2640557395360063,0.38343457484478793,7.490586968850195,4.561147831421322,0.8582060804353376,0.8497778010000214,0.9960511353326188,0.9972025755989377,0.5147409690292671,0.5639131118476539,0.018147190614078837,0.013887741321121415,10
55,XGBRegressor,diabetes,3,354,88,0.024349,5.472808,,6,467.72797157295855,4299.0434940293935,16.31148566768668,50.825320200486615,0.923211377817104,0.1805520744093566,12.909683356086427,38.77142221120939,0.14339966839226148,0.416479288017966,467.7280172699859,4206.9590513283265,16.311486330365256,50.21072123425001,0.9232113703148549,0.19810444522285453,12.909683279667789,38.41451346155239,0.1433996753973358,0.4119947019485729,1.0547767009356075e-10,22.36636595653497,7.67334129187606e-06,1.0427430888819067,0.9999999999999755,0.9934800960481506,5.51467624930417e-06,1.0843167603228498,7.082499169374649e-08,0.032502152985011405,10
56,DecisionTreeRegressor,diabetes,4,354,88,0.003227,0.827104,42,10,360.82329986951123,7555.6595602475045,10.197417415862082,68.1294696390953,0.9377077603870257,-0.16767082667400812,9.99421028011889,60.940364185205,0.12549884655575907,0.5598924121974688,360.82329986951123,7530.994105702051,10.197417415862082,67.95674236636802,0.9377077603870257,-0.163858964655911,9.99421028011889,60.860766363671715,0.12549884655575907,0.5589777805987233,1.0995918787351866e-28,2.6254545454545415,4.636592428265061e-15,0.1727272727272772,1.0,0.999618119887302,4.054532737456521e-15,0.05835380835381229,6.928005265731296e-17,0.009776530048055464,
57,RandomForestRegressor,diabetes,4,354,88,0.018411,5.709643,42,6,1422.265769101537,3732.383995978878,30.352588332384137,50.028963439986,0.7544611999440056,0.42318789361828646,28.29940470837789,44.82512189567503,0.24916258395861832,0.39351523466895133,1416.4097784966025,3766.659036703585,30.277877917878893,50.12965038462032,0.7554721733763361,0.4178909417349762,28.229802963463097,44.75856118725263,0.24864910793020756,0.39531796009426834,0.7654319744713988,4.0440679432990985,0.09915994878532272,0.3167805878332579,0.9997686093299892,0.9986267931669572,0.059955226870190635,0.24072277512857945,0.005745945132287124,0.012956025534266424,10
58,GradientBoostingRegressor,diabetes,4,354,88,0.014878,5.312464,42,6,1618.089691440151,4097.109937522959,34.50656701413617,54.36921553847313,0.720654318025125,0.3668222198771205,33.32956186533497,50.055707595799404,0.26576252591424293,0.4122941758424011,1645.0047393476273,4069.2339951455842,34.644661533165305,54.24183670176198,0.716007726150228,0.3711302388423158,33.400273192804136,50.029686645246095,0.2679637359243058,0.4108891971086409,5.2583270333243295,2.06753860506789,0.5006787586351727,0.5000783913520334,0.9969432636174553,0.9986544257085007,0.2573227419990047,0.301595974784679,0.015150125963454289,0.009343956218793652,10
59,XGBRegressor,diabetes,4,354,88,0.013995,5.338716,,6,532.2578717804284,4186.23235232614,17.542972898752677,51.121545965021305,0.908111435994215,0.35304901544160916,14.419198191803007,39.66303285717533,0.15242404892646505,0.4167542678641147,532.2578663906886,4194.456401906964,17.5429727102839,51.210844200517336,0.9081114369246952,0.3517780499228379,14.419197868860392,39.74347120840244,0.15242404815472826,0.4171634336484397,1.1304870904569714e-10,2.214093126970988,7.88965341857515e-06,0.2660546661036948,0.9999999999999716,0.9992527696982924,5.372966825360712e-06,0.20089286531834602,7.30668060398727e-08,0.010586796950917781,10
